ticket_id,title,description,category,priority,status,resolution,created_at,resolved_at,assigned_agent
TKT-0933,User data not syncing,Data changes in ServiceNow not reflecting in Workday. Sync job shows success but data mismatch persists.,Application,High,resolved,Identified sync conflict resolution bug. Applied patch from vendor. Re-triggered full sync. Data consistent across both systems.,2024-05-19T11:06:00,2024-05-19T12:06:00,Agent_D
TKT-0934,Mobile app crashing on iOS,Company mobile app crashes on iOS 15.3 devices after latest update. Android users unaffected.,Application,Medium,resolved,Identified crash caused by deprecated API call in iOS 17. Submitted emergency fix. Temporary rollback to previous version available for affected users.,2024-09-09T16:27:00,2024-09-09T21:27:00,Agent_A
TKT-0935,Slow performance in ERP module,ERP system Finance module responding slowly. Average response time 30 seconds vs normal 0.5s.,Application,Medium,resolved,Found missing database index on frequently queried column. Created index in low-traffic window. Response time reduced from 8s to 0.4s.,2024-09-29T03:17:00,2024-09-30T02:17:00,Agent_D
TKT-0936,Query performance degradation,Critical report query in FINDB taking 38 minutes vs previous 25 seconds. Missing index suspected.,Database,High,resolved,"Identified missing composite index on (customer_id, order_date) columns. Created index during off-hours. Query time reduced from 8 minutes to 3 seconds.",2024-04-14T11:40:00,2024-04-14T16:40:00,Agent_A
TKT-0939,New employee account setup needed,"New hire Arjun Mehta starting 2025-08-19 needs AD account, email, VPN, and application access per role Finance Analyst.",Access Management,Medium,resolved,"Created AD user account, mail-enabled, added to distribution groups per role template. Provided access to required applications. New hire onboarding checklist completed.",2024-01-24T00:36:00,2024-01-24T11:36:00,Agent_B
TKT-0940,Slow performance in ERP module,ERP system Finance module responding slowly. Average response time 11 seconds vs normal 0.5s.,Application,Medium,resolved,Found missing database index on frequently queried column. Created index in low-traffic window. Response time reduced from 8s to 0.4s.,2024-09-08T23:22:00,2024-09-09T18:22:00,Agent_C
TKT-0941,Database connection pool exhausted,Production DB FINDB connection pool maxed out at 425 connections. New requests queuing. Service degradation.,Database,High,resolved,Identified connection leak in application code. Applied hotfix to properly close connections. Increased connection pool size temporarily. Normal operations resumed.,2024-09-22T21:54:00,2024-09-23T05:54:00,Agent_E
TKT-0942,New employee account setup needed,"New hire Priya Nair starting 2024-07-28 needs AD account, email, VPN, and application access per role Business Analyst.",Access Management,Medium,resolved,"Created AD user account, mail-enabled, added to distribution groups per role template. Provided access to required applications. New hire onboarding checklist completed.",2024-10-22T23:44:00,2024-10-23T14:44:00,Agent_A
TKT-0944,Data breach notification received,Third-party vendor Microsoft notified of data breach potentially affecting 456 user records.,Security,High,resolved,Initiated vendor breach response protocol. Identified affected accounts. Forced password resets. Enabled enhanced monitoring for affected user subset.,2024-05-21T09:12:00,2024-05-21T10:12:00,Agent_E
TKT-0946,DHCP scope exhausted,DHCP scope for VLAN 180 exhausted. New devices cannot obtain IP address. BYOD area affected.,Network,Medium,resolved,Expanded DHCP scope by adding new IP range. Devices now obtaining addresses. Implemented DHCP monitoring to alert at 80% scope utilization.,2024-05-30T00:29:00,2024-05-30T10:29:00,Agent_E
TKT-0949,Application crash on login,Users cannot log into Confluence. Application crashes immediately after entering credentials. Error: NullPointerException.,Application,High,resolved,Identified null session cookie causing crash. Applied hotfix patch v2.3.1. Deployed to production after UAT. All users successfully logging in.,2024-12-13T20:24:00,2024-12-14T03:24:00,Agent_C
TKT-0951,DNS resolution failing,DNS unable to resolve internal hostnames. Issue started after changes to DNS server DNS-2. Services affected.,Network,High,resolved,Found circular DNS entry created during server migration. Removed circular reference. Flushed DNS cache on all servers. Internal name resolution restored.,2024-11-17T14:34:00,2024-11-17T17:34:00,Agent_A
TKT-0953,Storage auto-growth disabled,Database PRODDB01 log file at 89% capacity with auto-growth disabled. Manual expansion needed.,Database,Medium,resolved,Expanded log file by 50GB and re-enabled auto-growth with 20% increment. Added disk space alert at 80% threshold. Resolved without service impact.,2024-08-03T02:48:00,2024-08-04T01:48:00,Agent_B
TKT-0955,New employee account setup needed,"New hire Arjun Mehta starting 2025-09-15 needs AD account, email, VPN, and application access per role Software Engineer.",Access Management,Low,resolved,"Created AD user account, mail-enabled, added to distribution groups per role template. Provided access to required applications. New hire onboarding checklist completed.",2024-10-31T03:52:00,2024-11-03T00:52:00,Agent_C
TKT-0956,VM not starting after maintenance,Virtual machine VM-858 fails to boot after scheduled maintenance window. Error: kernel panic at boot.,Infrastructure,Medium,resolved,Restored VM from last known good snapshot. Identified BIOS misconfiguration during maintenance. Updated boot settings and verified full functionality.,2024-01-28T22:13:00,2024-01-29T19:13:00,Agent_B
TKT-0958,Storage array showing errors,NAS storage unit reporting RAID degradation. Drive Drive-A showing I/O errors. Backup jobs are failing.,Infrastructure,High,resolved,Replaced failed drive with hot spare. Initiated RAID rebuild process. ETA for rebuild completion: 4 hours. Monitoring rebuild progress.,2024-02-23T15:01:00,2024-02-23T23:01:00,Agent_A
TKT-0961,Ransomware alert on endpoint,Antivirus detected ransomware attempt on workstation WS-9076. Files in Documents folder encrypted. Machine isolated.,Security,High,resolved,Contained incident: isolated machine from network. Engaged IR team. Restored from clean backup. Deployed enhanced endpoint protection. Root cause: malicious email attachment.,2024-07-16T22:51:00,2024-07-17T00:51:00,Agent_D
TKT-0962,Application crash on login,Users cannot log into Jira. Application crashes immediately after entering credentials. Error: NullPointerException.,Application,High,resolved,Identified null session cookie causing crash. Applied hotfix patch v2.3.1. Deployed to production after UAT. All users successfully logging in.,2024-01-06T18:19:00,2024-01-06T19:19:00,Agent_A
TKT-0964,Intermittent network drops,Users in floor 3 of building Tower-B experiencing random network disconnects every 32 minutes.,Network,Medium,resolved,Identified faulty AP causing interference on floor. Replaced AP hardware. Adjusted nearby AP power levels. Network drops resolved. Users confirmed stable connection.,2024-08-23T22:54:00,2024-08-24T10:54:00,Agent_D
TKT-0965,Disk space running low on server,File server SVR-31 disk usage at 87%. Approaching capacity. Archive or expand needed.,Infrastructure,Low,resolved,Archived old log files and temporary data. Freed 320GB. Sent capacity report to management for storage expansion planning.,2024-12-28T16:49:00,2024-12-30T17:49:00,Agent_E
TKT-0967,SSL certificate expiring soon,SSL certificate for api.company.com expires in 14 days. Renewal required to prevent browser warnings.,Security,Medium,resolved,Renewed SSL certificate via DigiCert. Deployed to all web servers and load balancers. Certificate monitoring automated for 60-day renewal alerts.,2024-07-15T13:59:00,2024-07-15T18:59:00,Agent_A
TKT-0968,VM not starting after maintenance,Virtual machine VM-552 fails to boot after scheduled maintenance window. Error: kernel panic at boot.,Infrastructure,Medium,resolved,Restored VM from last known good snapshot. Identified BIOS misconfiguration during maintenance. Updated boot settings and verified full functionality.,2024-01-16T05:20:00,2024-01-16T23:20:00,Agent_B
TKT-0969,Guest user access request,External partner from PartnerInc needs guest access to SharePoint project site for bid preparation.,Access Management,Medium,resolved,Created guest account with time-limited access (30 days). Restricted to specific SharePoint site. Sent invite to external partner. Access documented in ITSM.,2024-05-26T07:12:00,2024-05-27T00:12:00,Agent_A
TKT-0971,Workflow stuck in pending state,Purchase approval workflow in Confluence stuck for 99 requests. Approver receives no notifications.,Application,Medium,resolved,Found approver notification email rule misconfigured after mail server migration. Updated notification templates. All pending approvals re-triggered.,2024-08-30T16:22:00,2024-08-31T15:22:00,Agent_A
TKT-0972,Storage auto-growth disabled,Database ANALYTICSDB log file at 95% capacity with auto-growth disabled. Manual expansion needed.,Database,Medium,resolved,Expanded log file by 50GB and re-enabled auto-growth with 20% increment. Added disk space alert at 80% threshold. Resolved without service impact.,2024-03-06T16:19:00,2024-03-06T23:19:00,Agent_B
TKT-0975,Intermittent network drops,Users in floor 8 of building Tower-B experiencing random network disconnects every 84 minutes.,Network,Medium,resolved,Identified faulty AP causing interference on floor. Replaced AP hardware. Adjusted nearby AP power levels. Network drops resolved. Users confirmed stable connection.,2024-08-03T08:12:00,2024-08-03T13:12:00,Agent_B
TKT-0977,Load balancer health check failing,Load balancer LB-4 marking backend server SVR-06 as unhealthy. Traffic not distributed evenly.,Network,High,resolved,Resolved health check failure caused by SSL certificate mismatch. Updated load balancer SSL profile. Backend server passing health checks. Traffic balanced correctly.,2024-01-22T03:02:00,2024-01-22T11:02:00,Agent_C
TKT-0978,Failed migration rollback needed,Schema migration v16.1 on PRODDB01 failed halfway. Partial changes applied. Need clean rollback.,Database,High,resolved,Executed rollback script to undo partial migration changes. Verified database consistency. Fixed migration script for next attempt. Scheduled retry for weekend.,2024-04-10T17:38:00,2024-04-11T00:38:00,Agent_A
